ID,수신자,종류,트리거,이전,이후,사유,참조번호,참조요약,KST,읽음,제목
pn-overdue-136-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 10:15,FALSE,🔔 홍보 완료됐나요?
pn-overdue-136-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 10:30,FALSE,🔔 홍보 완료됐나요?
pn-overdue-136-O1-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 10:30,FALSE,🔔 홍보 완료됐나요?
pn-overdue-136-O2-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 10:45,FALSE,🔔 홍보 완료됐나요?
pn-overdue-136-O2-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 10:45,FALSE,🔔 홍보 완료됐나요?
pn-overdue-136-O3-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 11:00,TRUE,🔔 홍보 완료됐나요?
pn-overdue-136-O3-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 11:00,TRUE,🔔 홍보 완료됐나요?
pn-overdue-136-O4-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 11:16,TRUE,🔔 홍보 완료됐나요?
pn-overdue-136-O4-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 10:00에 인스타그램 「그날들 인스타그램 캐스팅 메인페이지에 9블록」 완료하셨나요? 확인해주세요.",136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 11:16,TRUE,🔔 홍보 완료됐나요?
m1785223144822-f9v7,Avery Reed 08336,일반,예정→완료,예정,완료,,136,2026-07-28 인스타그램 그날들 인스타그램 캐스팅 메인페이지에 9블록,2026-07-28 07:19,TRUE,
pn-unassigned-131-AM2026-07-29-Avery Reed 08336,Avery Reed 08336,일반,홍보-미지정,,,오늘 11:00 문자 「8월 월간 일정」 홍보에 지정된 담당자가 없으니 확인해주세요.,131,2026-07-29 문자 8월 월간 일정,2026-07-29 09:30,TRUE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-131-AM2026-07-29-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-미지정,,,오늘 11:00 문자 「8월 월간 일정」 홍보에 지정된 담당자가 없으니 확인해주세요.,131,2026-07-29 문자 8월 월간 일정,2026-07-29 09:30,FALSE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-131-L-Avery Reed 08336,Avery Reed 08336,일반,홍보-미지정,,,오늘 11:00 문자 「8월 월간 일정」 홍보에 지정된 담당자가 없으니 확인해주세요.,131,2026-07-29 문자 8월 월간 일정,2026-07-29 10:00,TRUE,📣 담당자 미지정 홍보가 있어요
pn-unassigned-131-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-미지정,,,오늘 11:00 문자 「8월 월간 일정」 홍보에 지정된 담당자가 없으니 확인해주세요.,131,2026-07-29 문자 8월 월간 일정,2026-07-29 10:00,FALSE,📣 담당자 미지정 홍보가 있어요
pn-overdue-131-O0-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 11:00에 문자 「8월 월간 일정」 완료하셨나요? 확인해주세요.",131,2026-07-29 문자 8월 월간 일정,2026-07-29 11:16,TRUE,🔔 홍보 완료됐나요?
pn-overdue-131-O0-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 11:00에 문자 「8월 월간 일정」 완료하셨나요? 확인해주세요.",131,2026-07-29 문자 8월 월간 일정,2026-07-29 11:16,FALSE,🔔 홍보 완료됐나요?
pn-overdue-131-O1-Avery Reed 08336,Avery Reed 08336,중요,홍보-미완료,,,"Avery Reed 08336님, 11:00에 문자 「8월 월간 일정」 완료하셨나요? 확인해주세요.",131,2026-07-29 문자 8월 월간 일정,2026-07-29 11:30,TRUE,🔔 홍보 완료됐나요?
pn-overdue-131-O1-Cameron Lane 09790,Cameron Lane 09790,중요,홍보-미완료,,,"Cameron Lane 09790님, 11:00에 문자 「8월 월간 일정」 완료하셨나요? 확인해주세요.",131,2026-07-29 문자 8월 월간 일정,2026-07-29 11:30,TRUE,🔔 홍보 완료됐나요?
m1785292658188-lda8,Avery Brooks 06336,일반,예정→완료,예정,완료,,131,2026-07-29 문자 8월 월간 일정,2026-07-29 02:37,FALSE,
pn-morning-137-AM2026-07-29-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-당일,,,"Cameron Lane 09790님, 오늘 예정된 17:00 인스타그램 「그날들 쇼츠 홍보」를 확인해주세요.",137,2026-07-29 인스타그램 그날들 쇼츠 홍보,2026-07-29 14:45,TRUE,📣 오늘 홍보 일정이 있어요
pn-lead1h-137-L-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-1시간전,,,"Cameron Lane 09790님, 16:30에 인스타그램 「브런치 Ⅲ 파트 3 홍보물」 홍보가 예정되어 있습니다.",137,2026-07-29 인스타그램 브런치 Ⅲ 파트 3 홍보물,2026-07-29 16:15,TRUE,⏰ 1시간 뒤 홍보 예정
m1785310581548-bb99,Cameron Lane 09790,일반,예정→완료,예정,완료,,137,2026-07-29 인스타그램 브런치 Ⅲ 파트 3 홍보물,2026-07-29 07:36,FALSE,
pn-morning-128-AM2026-07-30-Avery Reed 08336,Avery Reed 08336,일반,홍보-당일,,,"Avery Reed 08336님, 오늘 예정된 15:00 문자 「트리플 빌 T/O」를 확인해주세요.",128,2026-07-30 문자 트리플 빌 T/O,2026-07-30 09:30,FALSE,📣 오늘 홍보 일정이 있어요
pn-morning-129-AM2026-07-30-Cameron Lane 09790,Cameron Lane 09790,일반,홍보-당일,,,"Cameron Lane 09790님, 오늘 예정된 16:00 인스타그램 「트리플 빌 T/O」를 확인해주세요.",129,2026-07-30 인스타그램 트리플 빌 T/O,2026-07-30 09:30,FALSE,📣 오늘 홍보 일정이 있어요
pn-lead1h-128-L-Avery Reed 08336,Avery Reed 08336,일반,홍보-1시간전,,,"Avery Reed 08336님, 15:00에 문자 「트리플 빌 T/O」 홍보가 예정되어 있습니다.",128,2026-07-30 문자 트리플 빌 T/O,2026-07-30 14:00,FALSE,⏰ 1시간 뒤 홍보 예정
